year,state,sector,sex,age,ind_lang,educ_years,hrs_wk,inc_m,USDist_km
2010,31,"Services",0,29,0,17,2,857,904.7193
2010,31,"Services",1,23,0,12,27,3857,951.6628
2010,31,"Services",0,24,1,4,60,2143,1064.392
2010,31,"Services",1,22,0,14,54,3200,929.2167
2010,31,"Services",0,54,0,16,40,20000,938.8502
2010,31,"Services",0,26,1,6,48,3429,951.8844
2010,31,"Agriculture",0,67,1,0,24,1050,1029.848
2010,31,"Services",0,36,0,6,48,4286,885.0873
2010,31,"Manufacturing",1,23,0,9,30,1286,971.6409
2010,31,"Services",0,57,1,3,70,2143,957.4727
2010,31,"Services",0,19,1,9,48,2571,1017.753
2010,31,"Manufacturing",1,46,1,1,42,600,1048.877
2010,31,"Services",0,24,0,12,60,1714,974.0841
2010,31,"Services",1,19,0,9,50,3214,1002.829
2010,31,"Manufacturing",0,32,0,9,48,3857,982.2911
2010,31,"Services",0,28,0,17,12,4000,1039.505
2010,31,"Manufacturing",0,36,0,9,54,2143,955.907
2010,31,"Agriculture",0,28,0,3,118,2786,991.6988
2010,31,"Services",0,20,0,9,49,1714,988.1313
2010,31,"Services",0,18,1,9,36,3000,1050.31
2010,31,"Services",0,38,1,6,72,2571,1019.981
2010,31,"Services",0,32,1,9,40,3000,1059.428
2010,31,"Services",0,23,0,9,60,5143,993.4314
2010,32,"Services",1,31,0,9,56,2000,304.2644
2010,32,"Manufacturing",1,61,0,6,42,2143,725.5255
2010,32,"Services",1,24,0,16,40,5000,447.9147
2010,32,"Manufacturing",0,43,0,12,8,2143,564.6076
2010,32,"Services",1,44,0,9,30,2143,481.1565
2010,32,"Services",0,48,0,0,49,2571,538.1368
2010,32,"Services",0,22,0,3,36,5143,646.8647
2010,32,"Agriculture",0,22,0,9,20,429,546.1758
2010,32,"Services",1,16,0,9,84,1071,586.3826
2010,32,"Agriculture",0,31,0,9,48,3086,519.7691
2010,32,"Services",0,52,0,2,105,3000,590.4454
2010,32,"Services",1,56,0,11,42,4000,542.1795
2010,32,"Services",1,32,0,5,42,2143,516.5598
2010,1,"Services",1,47,0,6,48,2571,616.0118
2010,2,"Services",1,28,0,12,48,4286,262.4229
2010,2,"Manufacturing",1,30,0,9,48,5143,262.4229
2010,2,"Services",1,25,0,12,48,5143,90.35693
2010,2,"Services",1,25,0,12,48,6000,90.35693
2010,2,"Manufacturing",1,34,0,12,45,5143,17.32809
2010,2,"Services",0,24,0,12,72,10000,17.32809
2010,2,"Services",1,40,0,2,18,2571,17.32809
2010,2,"Services",0,65,0,1,74,4714,17.32809
2010,2,"Services",0,33,0,12,48,5000,17.32809
2010,2,"Manufacturing",0,52,0,12,48,21429,17.32809
2010,3,"Services",0,37,0,12,8,3429,789.9296
2010,5,"Services",0,28,0,9,40,6429,163.7008
2010,5,"Services",1,60,0,16,30,1071,131.0172
2010,5,"Services",1,15,0,8,30,214,419.9296
2010,5,"Manufacturing",0,40,0,6,25,2571,72.06271
2010,6,"Manufacturing",0,42,0,6,36,7286,935.5383
2010,6,"Services",1,33,0,16,20,4000,935.5383
2010,6,"Services",0,36,0,9,54,2914,919.9224
2010,7,"Services",1,30,0,3,36,1286,1182.047
2010,7,"Agriculture",0,78,1,0,48,500,1106.664
2010,7,"Services",1,31,0,9,40,2800,1108.55
2010,7,"Agriculture",0,24,1,4,36,2057,1087.248
2010,7,"Services",0,20,0,12,40,1929,1348.003
2010,7,"Agriculture",0,53,0,0,38,1286,1314.515
2010,7,"Services",1,69,0,0,56,1714,1151.218
2010,7,"Services",0,28,0,6,48,2571,1095.017
2010,7,"Manufacturing",0,20,1,12,38,2143,1087.035
2010,7,"Services",0,21,1,9,48,1286,1111.938
2010,7,"Agriculture",0,45,1,0,25,83,1109.024
2010,8,"Services",0,38,0,12,48,3000,180.4188
2010,8,"Manufacturing",1,21,0,9,40,2571,141.1313
2010,8,"Services",0,26,0,12,54,4500,29.83639
2010,8,"Services",0,33,0,8,40,8571,29.83639
2010,9,"Services",0,52,0,10,60,6000,719.3757
2010,9,"Services",0,25,0,9,70,6000,719.3757
2010,9,"Services",1,58,0,3,48,2200,719.3757
2010,9,"Manufacturing",0,28,0,9,40,3000,719.3757
2010,9,"Services",1,26,0,15,40,5143,719.3757
2010,9,"Services",0,36,0,12,55,6000,730.359
2010,9,"Services",1,34,0,12,40,6000,734.6133
2010,9,"Services",0,22,0,8,30,429,734.6133
2010,9,"Services",0,62,0,4,15,3429,734.6133
2010,9,"Services",1,34,1,6,9,1500,734.6133
2010,9,"Services",1,42,0,16,56,4286,734.6133
2010,9,"Services",0,24,0,16,55,3000,734.6133
2010,9,"Services",0,36,0,12,26,6429,734.6133
2010,9,"Services",0,26,0,12,72,8000,734.6133
2010,9,"Services",0,42,0,12,60,2000,734.6133
2010,9,"Services",0,33,0,9,35,8571,734.6133
2010,9,"Services",0,51,0,6,12,17143,748.4044
2010,9,"Services",1,46,0,12,48,4286,740.6537
2010,9,"Services",0,65,0,2,66,6429,740.6537
2010,9,"Manufacturing",0,23,1,9,72,3429,741.1616
2010,9,"Manufacturing",1,37,0,9,50,3857,754.4653
2010,9,"Services",0,61,0,12,80,10000,754.4653
2010,9,"Services",0,50,0,16,25,8000,754.4653
2010,9,"Services",0,24,0,9,45,2600,727.9907
2010,9,"Services",1,64,0,3,15,1071,727.9907
2010,9,"Services",1,37,0,12,50,4286,729.7401
2010,9,"Services",1,57,0,16,40,20000,729.7401
2010,9,"Services",0,26,0,9,50,3000,726.7211
2010,10,"Services",1,33,0,9,40,1714,573.7803
2010,10,"Services",1,40,0,6,15,1286,359.3846
2010,10,"Services",0,55,0,2,56,3429,388.4612
2010,10,"Manufacturing",0,20,0,9,40,3000,388.4612
2010,10,"Services",0,31,0,7,45,5357,423.7854
2010,10,"Services",0,23,0,9,48,3857,475.0348
2010,11,"Agriculture",0,60,0,0,48,2571,620.8721
2010,11,"Services",1,39,0,9,24,1500,686.9897
2010,11,"Agriculture",1,27,0,1,40,1071,686.9897
2010,11,"Services",1,48,0,5,20,4286,635.447
2010,11,"Services",1,43,0,3,45,5571,635.447
2010,11,"Services",0,59,0,19,40,5000,635.447
2010,11,"Services",0,28,0,8,48,3000,668.3053
2010,11,"Services",1,42,0,9,48,1286,644.6589
2010,11,"Services",1,42,0,9,105,2143,644.6589
2010,12,"Manufacturing",0,42,0,1,65,3857,1007.945
2010,12,"Services",1,38,0,9,60,4000,1007.945
2010,12,"Manufacturing",1,40,0,1,49,214,905.5715
2010,12,"Manufacturing",0,73,0,0,24,129,905.5715
2010,12,"Services",0,41,1,6,70,4286,933.4567
2010,12,"Services",1,48,1,0,30,3000,966.9335
2010,12,"Services",0,62,0,6,48,8571,966.9335
2010,12,"Manufacturing",0,56,0,9,72,2571,931.0129
2010,12,"Services",0,16,0,9,15,643,931.0129
2010,12,"Manufacturing",0,27,0,10,36,1286,931.0129
2010,12,"Agriculture",0,12,0,4,44,400,931.0129
2010,12,"Services",1,44,1,0,70,1500,985.688
2010,12,"Manufacturing",1,48,1,0,48,300,992.3282
2010,12,"Manufacturing",1,27,1,5,25,200,992.3282
2010,12,"Agriculture",0,27,1,1,42,3086,992.3282
2010,12,"Services",0,42,1,6,25,857,910.3427
2010,12,"Manufacturing",1,38,1,0,80,3000,910.3427
2010,12,"Services",1,27,0,9,60,2143,1024.191
2010,12,"Services",0,40,0,12,75,3000,1024.191
2010,13,"Services",1,45,0,6,42,3000,626.9273
2010,13,"Services",1,29,0,15,48,2143,626.9273
2010,13,"Services",0,30,0,9,48,857,631.7627
2010,13,"Services",1,68,0,2,84,429,652.0237
2010,13,"Services",0,23,1,9,35,1714,590.4026
2010,13,"Services",1,21,0,12,25,1000,565.24
2010,13,"Services",1,28,0,9,20,1714,647.3002
2010,13,"Services",0,53,0,9,64,5143,647.3002
2010,13,"Services",1,38,0,16,32,9200,647.3002
2010,13,"Services",0,42,0,6,78,4286,636.9749
2010,14,"Manufacturing",0,25,0,9,48,6429,731.6204
2010,14,"Services",0,41,0,0,48,12857,966.6745
2010,14,"Services",0,35,0,6,56,3857,863.9944
2010,14,"Services",0,53,0,11,48,5000,764.11
2010,14,"Services",0,50,0,19,50,70000,764.11
2010,14,"Services",0,19,0,12,48,3000,764.11
2010,14,"Manufacturing",0,40,0,6,48,5143,764.11
2010,14,"Services",1,31,0,12,48,5143,764.11
2010,14,"Services",1,30,0,16,40,6000,764.11
2010,14,"Services",0,68,0,3,56,4286,764.11
2010,14,"Agriculture",0,37,0,12,40,5143,785.9249
2010,14,"Services",0,51,0,3,48,4264,757.6599
2010,14,"Manufacturing",1,32,0,10,40,3429,771.7924
2010,14,"Agriculture",0,16,0,6,42,2143,672.0007
2010,14,"Manufacturing",1,23,0,12,32,4071,682.9425
2010,14,"Services",0,40,0,4,50,2400,717.3967
2010,14,"Services",0,36,0,16,45,4714,772.8071
2010,14,"Services",0,38,0,12,66,18000,772.8071
2010,14,"Services",1,61,0,6,54,3000,772.8071
2010,14,"Services",0,37,0,8,48,4286,772.8071
2010,14,"Manufacturing",0,22,0,9,50,2143,772.8071
2010,14,"Manufacturing",0,16,0,6,48,3000,762.6812
2010,14,"Services",0,34,0,9,84,5143,762.6812
2010,14,"Manufacturing",1,27,0,6,50,3429,762.6318
2010,14,"Services",0,19,0,9,48,5143,762.6318
2010,14,"Services",0,50,0,16,50,11000,762.6318
2010,15,"Manufacturing",1,19,1,12,48,2143,766.2702
2010,15,"Services",0,19,0,12,54,7714,668.8113
2010,15,"Manufacturing",0,19,0,6,48,3857,711.3158
2010,15,"Services",1,25,0,9,48,2143,716.8962
2010,15,"Services",1,57,0,6,48,4286,716.8962
2010,15,"Services",0,40,0,12,70,5143,705.9521
2010,15,"Manufacturing",0,47,0,15,48,7286,700.6726
2010,15,"Manufacturing",0,41,0,12,48,5500,700.6726
2010,15,"Manufacturing",0,47,0,9,40,5143,740.3165
2010,15,"Services",0,54,0,12,60,5143,710.1478
2010,15,"Manufacturing",0,38,0,9,70,4286,710.1478
2010,15,"Services",0,47,1,12,40,4000,710.1478
2010,15,"Services",1,18,0,8,10,857,710.1478
2010,15,"Manufacturing",0,38,0,9,40,6429,710.1478
2010,15,"Services",0,42,0,17,84,10714,710.1478
2010,15,"Services",0,46,0,6,100,7000,710.1478
2010,15,"Services",1,32,0,17,50,6429,710.1478
2010,15,"Services",1,44,0,6,54,2400,738.0994
2010,15,"Services",0,34,0,9,48,30000,738.0994
2010,15,"Services",0,40,0,6,42,8571,725.9186
2010,15,"Services",0,48,0,17,48,13000,725.9186
2010,15,"Services",0,38,0,17,77,2571,778.3336
2010,15,"Services",0,24,0,10,80,2500,716.7256
2010,15,"Services",1,43,1,6,30,2571,716.7256
2010,15,"Manufacturing",0,37,0,9,48,6000,758.4081
2010,15,"Services",0,32,0,6,78,15000,758.4081
2010,15,"Services",0,40,0,17,55,25000,707.2991
2010,15,"Services",0,40,0,9,120,17143,707.2991
2010,15,"Manufacturing",0,29,0,10,45,4714,707.2991
2010,15,"Services",0,21,0,12,48,2357,707.2991
2010,15,"Services",0,35,0,3,42,5143,685.5952
2010,15,"Services",0,53,0,9,48,7000,706.0573
2010,15,"Services",0,27,0,10,54,2000,740.0302
2010,16,"Manufacturing",0,68,0,0,84,2000,944.1438
2010,16,"Agriculture",0,15,0,5,40,2571,883.8458
2010,16,"Services",0,50,0,9,42,12000,753.7106
2010,16,"Services",0,35,0,6,80,1286,716.457
2010,16,"Services",1,64,0,12,36,2571,736.8784
2010,16,"Services",0,39,0,2,3,1929,793.0609
2010,16,"Services",0,35,0,6,60,8571,793.0609
2010,16,"Services",0,42,0,9,40,2571,723.0169
2010,16,"Services",0,58,0,17,40,7600,776.4557
2010,16,"Manufacturing",0,30,0,16,80,20000,772.4577
2010,17,"Services",1,46,0,6,48,3857,783.6522
2010,17,"Services",1,39,0,12,12,3429,783.6522
2010,17,"Services",0,47,0,12,60,5143,794.2263
2010,17,"Agriculture",1,45,0,6,25,3214,805.2478
2010,18,"Services",0,64,0,6,48,6429,784.9206
2010,19,"Manufacturing",1,30,0,9,48,6429,139.5727
2010,19,"Services",0,43,0,6,43,2400,139.5727
2010,19,"Services",1,39,0,8,30,2000,46.62162
2010,19,"Services",1,29,0,16,70,4286,127.7895
2010,19,"Manufacturing",0,29,0,14,45,8143,127.7895
2010,19,"Manufacturing",0,23,0,12,60,5571,127.7895
2010,19,"Services",0,30,0,12,35,5571,127.7895
2010,19,"Services",0,42,0,11,50,6429,127.7895
2010,19,"Manufacturing",1,55,0,6,48,4286,127.7895
2010,19,"Manufacturing",1,39,0,10,40,12000,126.9598
2010,19,"Manufacturing",0,37,0,11,50,10000,137.1403
2010,19,"Services",0,42,0,9,40,4286,137.1403
2010,19,"Services",1,42,0,13,40,8000,208.4759
2010,19,"Services",1,36,0,17,35,100,147.3989
2010,19,"Services",0,38,0,16,45,8571,147.3989
2010,19,"Services",1,54,0,18,15,12000,147.3989
2010,19,"Services",0,32,0,16,12,70000,147.3989
2010,19,"Services",1,51,0,6,35,5000,138.3463
2010,20,"Agriculture",0,25,1,6,40,1286,850.2946
2010,20,"Agriculture",0,23,1,9,15,771,862.2715
2010,20,"Services",1,29,0,16,20,6000,965.9086
2010,20,"Services",1,55,0,5,84,3429,965.9086
2010,20,"Services",0,30,1,6,45,2143,849.5842
2010,20,"Services",0,40,0,12,12,6429,950.6519
2010,20,"Services",1,45,0,2,40,8571,974.9331
2010,20,"Services",0,30,0,6,48,4714,974.9331
2010,20,"Services",1,41,0,9,49,3000,974.9331
2010,21,"Services",1,17,0,6,60,2143,744.242
2010,21,"Services",0,16,0,9,54,429,751.3453
2010,21,"Services",0,48,0,16,66,24000,772.2635
2010,21,"Manufacturing",0,33,0,6,48,2143,793.1769
2010,21,"Services",0,24,0,9,70,4000,793.1769
2010,21,"Manufacturing",1,39,1,6,15,180,651.838
2010,21,"Services",1,49,0,15,48,3000,815.6909
2010,21,"Services",0,23,0,6,60,1286,746.684
2010,21,"Services",1,60,1,2,60,1071,754.4521
2010,21,"Manufacturing",0,45,0,6,48,4071,756.8099
2010,21,"Services",1,30,0,8,40,8571,758.9971
2010,21,"Services",1,44,0,8,40,2571,756.577
2010,21,"Services",0,23,0,6,24,3214,769.894
2010,21,"Services",0,54,0,6,84,10714,813.1085
2010,21,"Manufacturing",0,41,0,12,40,5571,813.1085
2010,21,"Agriculture",0,58,0,0,56,3000,813.1085
2010,21,"Agriculture",0,63,0,2,49,3429,813.1085
2010,21,"Manufacturing",1,37,1,6,10,193,788.2913
2010,21,"Manufacturing",1,38,1,2,50,2571,658.2503
2010,21,"Services",1,54,0,2,84,3429,804.7229
2010,21,"Manufacturing",0,28,0,6,36,2571,770.9955
2010,22,"Services",0,61,0,12,84,5143,629.9159
2010,22,"Services",1,66,0,6,35,429,629.9159
2010,22,"Services",0,42,1,6,40,4714,592.7997
2010,23,"Services",1,24,0,9,48,7000,1193.892
2010,23,"Services",0,26,1,16,66,8571,1127.261
2010,24,"Services",1,32,1,9,30,1286,484.7504
2010,24,"Services",0,17,0,7,60,3857,489.0178
2010,24,"Services",0,51,0,17,40,6000,492.682
2010,24,"Services",0,17,1,11,10,10000,492.682
2010,24,"Services",0,37,0,9,10,2143,492.682
2010,24,"Services",0,56,1,9,35,9000,433.6241
2010,25,"Services",0,41,0,12,110,6429,606.4353
2010,25,"Agriculture",0,35,0,11,40,6429,606.4353
2010,25,"Manufacturing",0,44,0,18,54,24000,678.0345
2010,25,"Agriculture",0,37,0,7,10,1286,678.0345
2010,25,"Services",1,21,0,9,56,3000,570.5418
2010,25,"Services",0,39,0,11,30,8571,583.0082
2010,26,"Services",0,38,0,9,10,3000,165.3033
2010,26,"Services",0,49,0,9,45,6429,392.7169
2010,26,"Services",0,30,0,9,72,40000,259.1646
2010,26,"Agriculture",0,30,0,9,48,2571,518.7771
2010,26,"Manufacturing",0,32,0,7,40,6429,14.89245
2010,26,"Manufacturing",0,29,0,9,48,3000,14.89245
2010,26,"Services",0,23,0,9,48,7200,14.89245
2010,27,"Services",1,24,0,11,40,2143,958.8294
2010,27,"Services",1,35,0,17,40,30000,980.0222
2010,28,"Services",0,43,0,12,50,6429,369.452
2010,28,"Services",1,21,0,12,30,1714,369.452
2010,28,"Services",0,16,0,10,48,2571,387.2272
2010,28,"Manufacturing",0,62,0,9,30,2143,387.2272
2010,28,"Services",0,44,0,9,48,3000,387.2272
2010,28,"Services",1,17,0,9,30,2571,14.56162
2010,28,"Services",1,58,0,0,20,1286,32.41521
2010,28,"Services",1,33,0,9,48,3214,32.41521
2010,28,"Services",1,35,0,18,16,6000,277.4661
2010,29,"Services",1,30,0,12,20,1929,725.4496
2010,29,"Services",1,35,0,9,9,1714,725.4496
2010,29,"Agriculture",0,74,0,0,28,3429,702.983
2010,29,"Services",0,35,0,6,98,5143,740.2283
2010,29,"Manufacturing",1,25,0,6,50,1286,740.2283
2010,29,"Manufacturing",0,36,0,9,40,11571,703.7458
2010,29,"Services",1,33,0,7,24,1800,721.6932
2010,29,"Services",0,31,0,6,42,3429,693.4406
2010,29,"Services",0,32,0,17,60,5571,734.8839
2010,29,"Services",1,50,0,6,20,857,734.8749
2010,30,"Agriculture",0,31,0,0,48,2143,692.1662
2010,30,"Manufacturing",0,47,0,12,48,4000,760.4209
2010,30,"Agriculture",0,27,0,6,84,4286,724.0765
2010,30,"Services",0,20,0,6,72,6000,690.347
2010,30,"Services",0,52,0,1,48,1286,708.2593
2010,30,"Services",1,51,0,6,12,1071,594.6929
2010,30,"Services",1,39,0,9,60,3214,762.586
2010,30,"Agriculture",0,37,1,6,55,3086,620.8282
2010,30,"Services",1,31,0,11,91,12857,947.4562
2010,30,"Agriculture",0,64,1,0,40,1714,799.8521
2010,30,"Services",0,46,0,12,96,5571,911.5081
2010,30,"Agriculture",0,42,0,9,7,2000,419.1387
2010,30,"Services",1,50,0,11,52,2571,842.1713
2010,30,"Manufacturing",0,29,1,6,48,1286,786.2452
2010,30,"Agriculture",0,23,0,6,48,2571,727.0408
2010,30,"Manufacturing",0,37,0,6,30,4286,802.5204
2010,30,"Services",0,34,0,12,48,3000,742.7692
2010,30,"Services",1,41,0,6,30,3600,742.7692
2010,31,"Services",0,37,1,9,84,8571,994.4997
2010,31,"Services",0,21,0,12,48,5000,938.8502
2010,31,"Services",0,26,0,16,13,5000,938.8502
2010,31,"Services",1,32,0,12,24,857,1029.848
2010,31,"Agriculture",0,62,1,2,36,429,971.6409
2010,31,"Manufacturing",0,56,1,9,40,3429,988.1313
2010,32,"Agriculture",0,42,1,0,40,4286,725.5255
2010,32,"Manufacturing",1,22,0,9,72,4286,564.6076
